Location,Time,Sex,Per_Hour_Coded,Per_Month_Coded,Mean Speed (m/min),Pedestrian Density (Peds/m2),Pedestrian Flow (peds/m/min)
Entebbe,AM,M,Hour 3,Month 2,68.98514513,4.175514994,28.20729237
Entebbe,AM,M,Hour 2,Month 3,92.39402001,2.632119416,74.03894224
Entebbe,AM,M,Hour 2,Month 3,97.09467858,1.802947957,55.70193825
Entebbe,AM,M,Hour 1,Month 2,71.73440161,4.841315162,52.54662066
Entebbe,AM,M,Hour 1,Month 1,59.22128446,5.878015327,49.2064194
Entebbe,AM,M,Hour 1,Month 1,92.83938952,0.832187281,22.55098538
Entebbe,AM,M,Hour 1,Month 1,71.61042055,4.100566634,32.07553209
Entebbe,AM,M,Hour 2,Month 1,75.79213444,4.112585411,2.874184366
Entebbe,AM,M,Hour 2,Month 3,79.31391975,2.508434703,4.263899585
Entebbe,AM,M,Hour 1,Month 2,79.8500366,3.784842913,26.67933958
Entebbe,AM,M,Hour 1,Month 3,80.02124208,2.969047808,5.651317962
Entebbe,AM,M,Hour 3,Month 3,78.40950426,3.152501112,47.7409411
Entebbe,AM,M,Hour 1,Month 1,73.23684142,3.093760112,37.34554868
Entebbe,AM,M,Hour 2,Month 1,112.9538883,0.180512077,30.78163024
Entebbe,AM,M,Hour 1,Month 1,80.47742609,3.086722214,30.15174542
Entebbe,AM,M,Hour 2,Month 2,77.06816063,4.178030236,80.58260467
Entebbe,AM,M,Hour 3,Month 2,67.66363801,3.525158574,7.42154417
Entebbe,AM,M,Hour 2,Month 3,75.98462177,2.101353308,64.53454938
Entebbe,AM,M,Hour 2,Month 1,63.10726079,4.573217719,30.64361479
Entebbe,AM,M,Hour 1,Month 3,84.32662579,2.302944397,31.73675394
Entebbe,AM,M,Hour 3,Month 2,93.21135172,2.87273634,58.26068848
Entebbe,AM,M,Hour 2,Month 3,72.87699336,4.486629743,44.61458364
Entebbe,AM,M,Hour 2,Month 1,65.59747817,3.570099622,34.33121068
Entebbe,AM,M,Hour 3,Month 3,76.5734866,2.869394518,27.34636472
Entebbe,AM,M,Hour 2,Month 1,90.0442308,2.826263756,45.39796338
Entebbe,AM,M,Hour 1,Month 1,80.10348674,3.967633681,71.57406433
Entebbe,AM,M,Hour 2,Month 3,109.8072386,0.422807699,5.774856398
Entebbe,AM,M,Hour 1,Month 1,63.17169465,5.890613915,49.96623115
Entebbe,AM,M,Hour 2,Month 3,75.31464327,3.912457359,19.20168954
Entebbe,AM,M,Hour 2,Month 2,80.38060171,1.806251407,70.40564393
Entebbe,AM,M,Hour 1,Month 1,66.18596688,5.832855624,46.35497341
Entebbe,AM,M,Hour 3,Month 3,88.09568325,3.172034307,1.245979217
Entebbe,AM,M,Hour 1,Month 3,88.04735207,3.098846048,33.2143371
Entebbe,AM,M,Hour 2,Month 2,67.38115381,4.704590137,36.33977481
Entebbe,AM,M,Hour 2,Month 3,61.02579432,4.624648774,4.571258041
Entebbe,AM,M,Hour 1,Month 3,76.54823179,2.865205446,51.59601171
Entebbe,AM,M,Hour 2,Month 3,88.5420109,2.142914799,78.29738782
Entebbe,AM,M,Hour 1,Month 1,63.86110842,4.793055005,48.14389185
Entebbe,AM,M,Hour 1,Month 3,90.95783522,1.878694642,16.79602993
Entebbe,AM,M,Hour 2,Month 1,75.31647173,3.746320072,44.94603788
Entebbe,AM,M,Hour 1,Month 1,72.00561983,2.918367277,61.85826827
Entebbe,AM,M,Hour 1,Month 1,89.28087444,2.789542829,2.658059294
Entebbe,AM,M,Hour 1,Month 2,89.85991789,3.123306762,10.06734901
Entebbe,AM,M,Hour 3,Month 1,70.74323729,3.906380824,36.38300592
Entebbe,AM,M,Hour 1,Month 3,83.77871789,3.528800225,62.80707635
Entebbe,AM,M,Hour 2,Month 2,91.52772352,3.069972254,22.22462426
Entebbe,AM,M,Hour 2,Month 3,81.12822184,2.860727312,19.5742238
Entebbe,AM,M,Hour 2,Month 2,59.25305865,5.314856538,22.89691629
Entebbe,AM,M,Hour 2,Month 3,83.82445371,1.504252123,9.366606204
Entebbe,AM,M,Hour 1,Month 2,79.70085838,3.140557507,49.61603475
Entebbe,AM,M,Hour 1,Month 2,83.42456742,3.688923927,24.47261331
Entebbe,AM,M,Hour 1,Month 2,54.81494293,5.290795653,35.8252848
Entebbe,AM,M,Hour 1,Month 1,72.48660223,5.089213309,71.74955013
Entebbe,AM,M,Hour 1,Month 2,70.8291061,4.066342161,2.364588363
Entebbe,AM,M,Hour 2,Month 3,99.02363362,2.354920787,16.99698012
Entebbe,AM,M,Hour 3,Month 3,77.90580166,3.252287288,45.80035575
Entebbe,AM,M,Hour 3,Month 1,92.51052841,2.713683068,50.28749161
Entebbe,AM,M,Hour 1,Month 2,75.19711864,3.891446399,48.69579088
Entebbe,AM,M,Hour 3,Month 3,81.83461096,2.590421781,21.58578384
Entebbe,AM,M,Hour 1,Month 2,81.15773262,3.885315018,55.85395897
Entebbe,AM,M,Hour 1,Month 1,73.65523867,4.996959222,21.21025254
Entebbe,AM,M,Hour 3,Month 3,72.81275108,4.858576365,10.65978763
Entebbe,AM,M,Hour 1,Month 2,94.22135876,1.490914114,17.34661544
Entebbe,AM,M,Hour 2,Month 2,72.68494189,2.784704472,27.33972079
Entebbe,AM,M,Hour 2,Month 2,86.16436204,2.09419775,15.52977242
Entebbe,AM,M,Hour 3,Month 1,86.81123545,3.212189425,8.323037922
Entebbe,AM,M,Hour 1,Month 2,87.31657781,4.48294793,45.86145514
Entebbe,AM,M,Hour 1,Month 2,70.87836126,3.937631775,25.04462356
Entebbe,AM,M,Hour 1,Month 3,91.60195805,1.691997347,32.78401817
Entebbe,AM,M,Hour 3,Month 2,74.35593323,3.661058835,83.88372818
Entebbe,AM,M,Hour 2,Month 1,98.09918776,0.468774622,27.14630215
Entebbe,AM,M,Hour 1,Month 3,87.77464588,2.092639361,79.63320401
Entebbe,AM,M,Hour 2,Month 2,98.77631033,0.85188773,7.61107142
Entebbe,AM,M,Hour 1,Month 1,83.68857878,2.912829235,12.65078743
Entebbe,AM,M,Hour 2,Month 2,93.26648378,1.189942626,26.49411709
Entebbe,AM,M,Hour 1,Month 1,84.67467469,2.661293617,30.73411764
Entebbe,AM,M,Hour 2,Month 3,66.6567626,5.707685238,36.52852013
Entebbe,AM,M,Hour 1,Month 3,76.48114394,2.991964511,41.08881052
Entebbe,AM,M,Hour 1,Month 3,73.3177161,2.599173311,38.11935832
Entebbe,AM,M,Hour 1,Month 3,89.92359965,3.323018078,33.93054381
Entebbe,AM,M,Hour 1,Month 2,96.97082504,1.162162536,2.82060199
Entebbe,AM,M,Hour 1,Month 1,68.15891037,2.99818408,43.78997082
Entebbe,AM,M,Hour 1,Month 1,70.76155318,4.486506828,49.44977357
Entebbe,AM,M,Hour 2,Month 3,81.84083076,2.810112675,45.68629234
Entebbe,AM,M,Hour 2,Month 2,88.64056784,2.828168401,23.43642877
Entebbe,AM,M,Hour 3,Month 2,72.97814917,3.075747485,38.36519817
Entebbe,AM,M,Hour 2,Month 3,100.3978416,1.113610596,30.35777816
Entebbe,AM,M,Hour 2,Month 2,82.02881739,2.135026432,43.88162153
Entebbe,AM,M,Hour 3,Month 3,64.567607,4.111799648,25.85135408
Entebbe,AM,M,Hour 2,Month 2,83.12769128,3.702393139,55.92985927
Entebbe,AM,M,Hour 1,Month 3,68.34307088,4.612312739,85.45511179
Entebbe,AM,M,Hour 2,Month 2,92.30802102,2.235708269,64.87007348
Entebbe,AM,M,Hour 1,Month 1,87.83391836,2.012887886,49.2804594
Entebbe,AM,M,Hour 3,Month 1,71.04323313,4.747803505,42.84759886
Entebbe,AM,M,Hour 1,Month 1,109.8549553,0.626204394,26.11688534
Entebbe,AM,M,Hour 1,Month 2,62.89088996,3.998012265,54.28865018
Entebbe,AM,M,Hour 2,Month 2,86.05419553,3.524810545,35.07109495
Entebbe,AM,M,Hour 3,Month 1,97.75683231,1.434102205,16.15597888
Entebbe,AM,M,Hour 1,Month 1,58.65150966,5.477646342,78.89191504
Entebbe,AM,M,Hour 1,Month 3,103.1493479,1.416930061,30.164949
Entebbe,AM,M,Hour 1,Month 3,79.99091504,4.762949862,38.27255646
Entebbe,AM,M,Hour 1,Month 3,93.92470589,2.727644358,37.03939868
Entebbe,AM,M,Hour 1,Month 1,105.9986046,1.279132995,51.99036464
Entebbe,AM,M,Hour 2,Month 2,90.18258499,2.114636449,41.84660727
Entebbe,AM,M,Hour 2,Month 1,83.23073712,3.813556014,44.17290615
Entebbe,AM,M,Hour 3,Month 1,65.85475328,4.875941994,64.64342837
Entebbe,AM,M,Hour 1,Month 2,72.30560911,3.750040507,13.18457834
Entebbe,AM,M,Hour 1,Month 1,96.47513585,1.891543312,57.45136412
Entebbe,AM,M,Hour 1,Month 3,70.26230505,4.41065583,35.25603007
Entebbe,AM,M,Hour 2,Month 2,74.79110214,2.655920571,19.41166969
Entebbe,AM,M,Hour 3,Month 3,76.90278214,4.567369809,35.94515132
Entebbe,AM,M,Hour 1,Month 2,92.41487473,2.070533655,8.579618997
Entebbe,AM,M,Hour 1,Month 3,102.6412058,1.204067124,17.30717699
Entebbe,AM,M,Hour 2,Month 3,75.28510997,3.151898398,24.38608196
Entebbe,AM,M,Hour 1,Month 2,70.73228024,3.283535991,16.51849912
Entebbe,AM,M,Hour 2,Month 2,99.65855789,2.676098846,59.4383869
Entebbe,AM,M,Hour 3,Month 1,62.13182591,3.417534822,31.20743735
Entebbe,AM,M,Hour 3,Month 1,90.99431538,2.146892513,40.13307557
Entebbe,AM,M,Hour 2,Month 2,88.42775252,1.727309465,43.01521807
Entebbe,AM,M,Hour 1,Month 3,87.39610197,3.136423005,23.61307853
Entebbe,AM,M,Hour 2,Month 1,88.42817592,2.74222165,74.40605411
Entebbe,AM,M,Hour 3,Month 1,91.62316346,0.925063466,30.36377726
Entebbe,AM,M,Hour 3,Month 1,63.2957923,5.072580544,41.2110397
Entebbe,AM,M,Hour 3,Month 3,80.50834955,2.750695207,40.43337792
Entebbe,AM,M,Hour 1,Month 3,94.51560785,1.137189757,59.52496987
Entebbe,AM,M,Hour 1,Month 3,88.99829918,3.265646544,43.96086125
Entebbe,AM,M,Hour 2,Month 2,81.1074653,4.025377107,28.08496989
Entebbe,AM,M,Hour 1,Month 1,66.24259825,3.043027474,21.97237513
Entebbe,AM,M,Hour 2,Month 3,71.59197312,5.002232486,40.24371
Entebbe,AM,M,Hour 1,Month 2,96.36467175,1.652299929,28.92459038
Entebbe,AM,M,Hour 1,Month 3,93.82930023,3.418869288,12.21735712
Entebbe,AM,M,Hour 3,Month 2,71.13465519,4.7936381,26.66017723
Entebbe,AM,M,Hour 2,Month 1,67.83504852,3.942067185,41.25897456
Entebbe,AM,M,Hour 2,Month 1,93.39291962,3.113518245,22.65088985
Entebbe,AM,M,Hour 3,Month 2,75.86082589,2.212406151,61.93744571
Entebbe,AM,M,Hour 3,Month 1,80.17272019,4.171439701,9.639305688
Entebbe,AM,M,Hour 2,Month 2,97.60432089,1.623327385,55.27755683
Entebbe,AM,M,Hour 1,Month 3,71.85908238,3.874224275,57.57901755
Entebbe,AM,M,Hour 3,Month 2,79.96009722,2.112387111,57.4576733
Entebbe,AM,M,Hour 1,Month 2,64.2526095,4.399188054,35.87965517
Entebbe,AM,M,Hour 1,Month 3,86.74286558,3.495084424,26.24276282
Entebbe,AM,M,Hour 1,Month 3,97.28239715,2.063191092,14.96579361
Entebbe,AM,M,Hour 1,Month 2,93.54241815,2.03188145,38.12107633
Entebbe,AM,M,Hour 1,Month 3,82.9952926,3.192923867,3.106174179
Entebbe,AM,M,Hour 1,Month 2,82.78418046,3.044482727,33.70165988
Entebbe,AM,M,Hour 1,Month 1,67.68303705,2.493572587,40.26388068
Entebbe,AM,M,Hour 3,Month 3,88.40820589,2.544258922,33.56295524
Entebbe,AM,M,Hour 2,Month 2,88.20386806,2.57596822,27.72258753
Entebbe,AM,M,Hour 1,Month 3,78.57114693,3.885132983,0.710994761
Entebbe,AM,M,Hour 1,Month 1,56.65080276,5.596221084,42.19702563
Entebbe,AM,M,Hour 1,Month 2,87.19731385,1.823039315,37.02763405
Entebbe,AM,M,Hour 1,Month 1,74.46882327,4.644883857,44.3286325
Entebbe,AM,M,Hour 2,Month 2,84.84987792,3.478515314,51.94741284
Entebbe,AM,M,Hour 1,Month 3,81.56117768,0.991563263,24.53733606
Entebbe,AM,M,Hour 3,Month 3,84.40105428,3.288208767,39.4011643
Entebbe,AM,M,Hour 3,Month 2,61.7825895,5.40218832,52.67601101
Entebbe,AM,M,Hour 2,Month 3,85.36784961,3.525579787,13.7455215
Entebbe,AM,M,Hour 2,Month 2,77.73336326,2.751328152,60.13796819
Entebbe,AM,M,Hour 3,Month 3,90.47138913,1.523113733,20.39035935
Entebbe,AM,M,Hour 2,Month 1,86.15395533,3.088502623,38.77513473
Entebbe,AM,M,Hour 3,Month 1,85.49900595,2.306224108,12.53331101
Entebbe,AM,M,Hour 3,Month 2,59.65738496,4.90761993,48.17286847
Entebbe,AM,M,Hour 1,Month 3,75.54092711,3.791917577,35.13842185
Entebbe,AM,M,Hour 3,Month 3,70.49917579,3.103256428,21.92675447
Entebbe,AM,M,Hour 2,Month 1,78.49648856,3.204634825,16.24192059
Entebbe,AM,M,Hour 1,Month 3,93.45912914,1.48522561,33.42847763
Entebbe,AM,M,Hour 1,Month 1,96.48391174,1.747115407,71.28365314
Entebbe,AM,M,Hour 2,Month 1,96.20410253,1.328842574,21.45494023
Entebbe,AM,M,Hour 2,Month 1,81.4816002,2.87005375,28.55861989
Entebbe,AM,M,Hour 1,Month 3,91.72415688,2.358030594,5.913855473
Entebbe,AM,M,Hour 1,Month 3,78.34816331,4.600901092,46.46341024
Entebbe,AM,M,Hour 3,Month 2,59.75654599,5.466268253,30.67180491
Entebbe,AM,M,Hour 3,Month 3,81.67429018,4.336978556,27.53777144
Entebbe,AM,M,Hour 1,Month 3,122.6816741,0.828543677,46.62178597
Entebbe,AM,M,Hour 1,Month 3,90.78342558,2.741725523,25.78273887
Entebbe,AM,M,Hour 1,Month 1,69.56741557,3.151032799,27.76177077
Entebbe,AM,M,Hour 2,Month 2,67.7011487,4.229965412,24.4940043
Entebbe,AM,M,Hour 2,Month 2,70.51213923,3.240113033,56.66929431
Entebbe,AM,M,Hour 2,Month 3,99.12656561,1.868770849,26.4655702
Entebbe,AM,M,Hour 1,Month 3,98.41098368,1.599059736,37.71479037
Entebbe,AM,M,Hour 1,Month 1,66.69703388,4.723542345,44.60171783
Entebbe,AM,M,Hour 2,Month 3,76.71090284,3.570320368,20.27265084
Entebbe,AM,M,Hour 1,Month 2,97.53967766,2.898160863,27.05136992
Entebbe,AM,M,Hour 2,Month 3,65.25525371,4.694743383,31.0106791
Entebbe,AM,M,Hour 1,Month 1,86.31519996,2.434608792,21.57023265
Entebbe,AM,M,Hour 3,Month 2,68.54924549,3.359857327,30.00006714
Entebbe,AM,M,Hour 1,Month 3,92.08037828,2.915936835,29.16759077
Entebbe,AM,M,Hour 1,Month 1,66.81329338,6.332944219,29.37243766
Entebbe,AM,M,Hour 1,Month 1,68.77102437,5.465960037,62.90302573
Entebbe,AM,M,Hour 1,Month 1,96.49622671,1.778804652,39.63792094
Entebbe,AM,M,Hour 3,Month 1,75.54938922,2.910857881,48.46793384
Entebbe,AM,M,Hour 2,Month 1,67.39328911,4.005133935,41.55519855
Entebbe,AM,M,Hour 1,Month 3,68.74826354,5.975073454,51.83058015
Entebbe,AM,M,Hour 1,Month 3,101.6805992,0.863503259,9.6810685
Entebbe,AM,M,Hour 2,Month 1,98.96855848,0.237897007,37.27192816
Entebbe,AM,M,Hour 2,Month 2,97.81993535,0.828317039,19.00532195
Entebbe,AM,M,Hour 2,Month 1,101.3703385,1.907737258,29.75085737
Entebbe,AM,M,Hour 1,Month 3,59.25855761,4.875638255,53.18196357
Entebbe,AM,M,Hour 1,Month 1,67.73504642,5.821941757,16.82025695
Entebbe,AM,M,Hour 2,Month 2,68.0862083,3.852012308,43.2464674
Entebbe,AM,M,Hour 2,Month 2,78.88147325,4.4872555,44.20046031
Entebbe,AM,M,Hour 1,Month 3,83.40038306,3.249977708,49.35038954
Entebbe,AM,M,Hour 1,Month 3,65.01646913,3.855673565,56.28261782
Entebbe,AM,M,Hour 1,Month 1,82.95578016,1.721468368,14.07670579
Entebbe,AM,M,Hour 1,Month 1,68.29361656,2.660838194,43.62056014
Entebbe,AM,M,Hour 1,Month 1,85.40647379,2.188191133,22.7199125
Entebbe,AM,M,Hour 2,Month 2,84.45868073,1.170783459,31.52811202
Entebbe,AM,M,Hour 1,Month 3,70.19405588,3.163888953,86.69081484
Entebbe,AM,M,Hour 2,Month 3,76.81997758,3.313145669,38.5851254
Entebbe,AM,M,Hour 1,Month 1,65.97875013,4.805953259,7.507588196
Entebbe,AM,M,Hour 3,Month 2,68.14690164,3.983909452,52.70770654
Entebbe,AM,M,Hour 3,Month 1,102.4443116,2.876153063,14.73093509
Entebbe,AM,M,Hour 1,Month 2,72.05433181,4.225549617,39.29066327
Entebbe,AM,M,Hour 2,Month 1,91.22697653,3.829976057,64.61058663
Entebbe,AM,M,Hour 3,Month 1,79.20457938,3.654667479,27.53728983
Entebbe,AM,M,Hour 1,Month 1,57.93175956,4.310039282,35.8087736
Entebbe,AM,M,Hour 1,Month 3,67.1857115,4.413189617,39.19425424
Entebbe,AM,M,Hour 1,Month 2,96.33166367,2.703454663,42.33563703
Entebbe,AM,M,Hour 1,Month 1,79.82873651,2.360669402,31.22025352
Entebbe,AM,M,Hour 1,Month 1,84.92977938,3.057408679,30.70551406
Entebbe,AM,M,Hour 1,Month 2,94.52311988,1.563340413,15.18690275
Entebbe,AM,M,Hour 1,Month 1,85.27342216,1.74085284,39.8987156
Entebbe,AM,M,Hour 1,Month 1,110.9374359,0.519093092,15.29384696
Entebbe,AM,M,Hour 1,Month 1,60.03542041,5.268539043,41.38766445
Entebbe,AM,M,Hour 2,Month 2,92.83484977,1.743951621,41.52193713
Entebbe,AM,M,Hour 1,Month 2,76.46347805,3.022554598,27.01532361
Entebbe,AM,M,Hour 3,Month 2,89.29526223,1.148395768,16.77440989
Entebbe,AM,M,Hour 1,Month 3,76.02171972,2.807450873,65.90946406
Entebbe,AM,M,Hour 1,Month 1,84.53198933,2.355300002,42.03738376
Entebbe,AM,M,Hour 1,Month 1,89.07932349,2.193921968,13.36019765
Entebbe,AM,M,Hour 1,Month 1,84.19752568,2.923112645,33.3991277
Entebbe,AM,M,Hour 2,Month 1,90.78761236,2.305944216,48.54147836
Entebbe,AM,M,Hour 3,Month 1,80.42929571,3.90467132,41.53964998
Entebbe,AM,M,Hour 2,Month 3,95.71537675,1.853951466,39.88650662
Entebbe,AM,M,Hour 1,Month 3,83.2243872,3.055347945,65.72482372
Entebbe,AM,M,Hour 2,Month 2,53.90154078,6.027173463,47.54495627
Entebbe,AM,M,Hour 1,Month 1,93.14863839,2.273647725,9.131116404
Entebbe,AM,M,Hour 3,Month 2,84.79359372,2.964814873,13.80094999
Entebbe,AM,M,Hour 2,Month 3,95.00340295,2.123158851,1.074281897
Entebbe,AM,M,Hour 1,Month 3,82.9322988,3.771899152,18.187863
Entebbe,AM,M,Hour 1,Month 2,78.22077319,3.574968367,17.07412246
Entebbe,AM,M,Hour 3,Month 1,81.58980318,3.515703422,21.10621862
Entebbe,AM,M,Hour 2,Month 3,86.49782067,3.551901689,53.75385501
Entebbe,AM,M,Hour 1,Month 3,95.12376987,2.101763037,76.39832
Entebbe,AM,M,Hour 1,Month 1,86.91653062,3.370205316,48.11514411
Entebbe,AM,M,Hour 2,Month 1,84.77782224,1.130919546,10.88027332
Entebbe,AM,M,Hour 1,Month 2,103.4676303,0.693954769,29.34220994
Entebbe,AM,M,Hour 1,Month 2,81.63833191,3.933349242,45.07318131
Entebbe,AM,M,Hour 1,Month 3,97.3337612,1.737409888,51.15360175
Entebbe,AM,M,Hour 1,Month 2,80.01866268,4.50259309,60.45690408
Entebbe,AM,M,Hour 1,Month 2,75.33113041,3.792715063,49.02231285
Entebbe,AM,M,Hour 3,Month 1,96.77570701,1.959847492,23.23306197
Entebbe,AM,M,Hour 3,Month 2,79.82307374,2.596653009,41.09420001
Entebbe,AM,M,Hour 3,Month 1,86.45380358,2.926896488,9.454006267
Entebbe,AM,M,Hour 2,Month 2,81.81778397,2.780783635,23.11164793
Entebbe,AM,M,Hour 3,Month 1,89.47490431,3.410274436,32.88969044
Entebbe,AM,M,Hour 2,Month 3,79.66804779,2.513835139,37.0094311
Entebbe,AM,M,Hour 2,Month 2,99.97887017,1.726438775,20.30056393
Entebbe,AM,M,Hour 1,Month 3,89.98440766,3.422415694,18.06911394
Entebbe,AM,M,Hour 1,Month 1,85.34421166,3.399291584,37.53787354
Entebbe,AM,M,Hour 1,Month 3,97.05514582,1.962636253,41.8676726
Entebbe,AM,M,Hour 1,Month 3,81.13837723,1.692290261,20.89266325
Entebbe,AM,M,Hour 3,Month 2,89.01633992,1.119082305,24.2092383
Entebbe,AM,M,Hour 1,Month 1,77.2618,3.473705342,19.64715316
Entebbe,AM,M,Hour 1,Month 1,74.40839128,4.14882321,56.94816601
Entebbe,AM,M,Hour 2,Month 1,62.50128608,4.866383594,9.839340481
Entebbe,AM,M,Hour 1,Month 3,106.594882,0.178938032,9.685738649
Entebbe,AM,M,Hour 2,Month 1,73.68507969,4.818402576,24.01869428
Entebbe,AM,M,Hour 1,Month 3,73.15403525,4.053671016,63.81602054
Entebbe,AM,M,Hour 1,Month 2,84.38676729,2.415010299,31.46286399
Entebbe,AM,M,Hour 1,Month 3,86.41519146,3.441061152,58.85042175
Entebbe,AM,M,Hour 1,Month 1,86.31321431,0.570248159,31.67761217
Entebbe,AM,M,Hour 1,Month 2,69.07426653,3.232356241,33.89733901
Entebbe,AM,M,Hour 3,Month 1,86.23423681,4.245445409,25.64890899
Entebbe,AM,M,Hour 1,Month 2,85.72523008,3.856757351,24.7951048
Entebbe,AM,M,Hour 1,Month 1,92.27034426,1.528850498,40.73720607
Entebbe,AM,M,Hour 2,Month 3,76.65030842,3.429794548,10.61983489
Entebbe,AM,M,Hour 2,Month 1,75.83504785,5.979505802,46.15113858
Entebbe,AM,M,Hour 3,Month 2,117.7453665,0.872392459,17.51363023
Entebbe,AM,M,Hour 3,Month 2,81.46596363,2.621882056,57.38305637
Entebbe,AM,M,Hour 3,Month 3,63.86835087,3.978928741,34.82214101
Entebbe,AM,M,Hour 1,Month 2,97.22522639,1.419435539,37.8236486
Entebbe,AM,M,Hour 1,Month 3,60.79401573,4.249190183,30.52549988
Entebbe,AM,M,Hour 1,Month 3,89.08962029,2.783309259,4.895080877
Entebbe,AM,M,Hour 1,Month 2,80.32154659,3.327602563,27.50823277
Entebbe,AM,M,Hour 1,Month 3,83.02274617,2.174869131,15.89987658
Entebbe,AM,M,Hour 2,Month 1,82.06550463,4.211892598,8.570303592
Entebbe,AM,M,Hour 2,Month 2,101.8666256,1.927979876,59.79213568
Entebbe,AM,M,Hour 2,Month 1,69.84087594,4.491940577,35.74511883
Entebbe,AM,M,Hour 1,Month 3,85.00045031,3.004821048,54.58789516
Entebbe,AM,M,Hour 2,Month 1,72.73212056,4.166345745,40.35170573
Entebbe,AM,M,Hour 1,Month 1,92.62334441,1.976028411,49.39753703
Entebbe,AM,M,Hour 1,Month 3,69.03672717,4.613418822,42.19287158
Entebbe,AM,M,Hour 3,Month 2,89.94178205,1.629421668,24.51109844
Entebbe,AM,M,Hour 3,Month 1,62.44412056,5.29949373,62.97163243
Entebbe,AM,M,Hour 1,Month 3,79.47766549,3.444263671,20.69838269
Entebbe,AM,M,Hour 1,Month 3,90.95603503,1.957452215,50.35633932
Entebbe,AM,M,Hour 1,Month 1,104.0564756,0.241471269,61.97009315
Entebbe,AM,M,Hour 1,Month 1,101.687994,1.201455192,27.58135138
Entebbe,AM,M,Hour 1,Month 1,90.19090738,3.141634721,50.54251855
Entebbe,AM,M,Hour 1,Month 2,78.33214932,3.905538477,59.59523699
Entebbe,AM,M,Hour 3,Month 3,97.1593145,0.943974147,54.30549477
Entebbe,AM,M,Hour 2,Month 3,75.49161138,3.307361048,52.94952204
Entebbe,AM,M,Hour 2,Month 2,66.97632377,4.069311295,55.13803067
Entebbe,AM,M,Hour 3,Month 3,92.36419267,2.147750053,40.4560572
Entebbe,AM,M,Hour 2,Month 2,75.89357177,3.464440501,47.63496536
Entebbe,AM,M,Hour 3,Month 1,81.13384607,2.63200644,27.19329196
Entebbe,AM,M,Hour 3,Month 1,105.01785,0.904327106,17.12679196
Entebbe,AM,M,Hour 1,Month 1,61.1555791,4.675112482,17.53026745
Entebbe,AM,M,Hour 3,Month 3,107.6279922,0.380606938,12.06591254
Entebbe,AM,M,Hour 3,Month 3,79.34448945,1.972153349,14.00931266
Entebbe,AM,M,Hour 1,Month 2,109.5180904,0.83210825,2.930084344
Entebbe,AM,M,Hour 2,Month 2,86.10299103,3.395052098,2.258907212
Entebbe,AM,M,Hour 3,Month 1,70.04766581,3.453983707,30.78408905
Entebbe,AM,M,Hour 1,Month 3,81.90451259,3.164523596,52.90275396
Entebbe,AM,M,Hour 1,Month 2,79.25604463,2.761580817,13.50131147
Entebbe,AM,M,Hour 3,Month 2,72.19358185,2.559814477,7.350592964
Entebbe,AM,M,Hour 3,Month 2,100.1703703,2.163552443,11.45181376
Entebbe,AM,M,Hour 1,Month 2,74.55756312,3.222583759,39.2047444
Entebbe,AM,M,Hour 2,Month 2,97.60640672,2.742153975,11.33894932
Entebbe,AM,M,Hour 1,Month 3,110.0017513,0.079192626,68.66521973
Entebbe,AM,M,Hour 1,Month 2,87.29384123,3.961849684,38.28054943
Entebbe,AM,M,Hour 1,Month 1,77.21225618,3.319714983,26.04589085
Entebbe,AM,M,Hour 3,Month 2,75.33933058,3.788190108,45.52488443
Entebbe,AM,M,Hour 1,Month 1,80.39019642,3.399760952,22.15531663
Entebbe,AM,M,Hour 1,Month 2,78.40620461,3.215298152,6.014087602
Entebbe,AM,M,Hour 2,Month 3,81.13178834,3.616441665,10.64155203
Entebbe,AM,M,Hour 2,Month 2,83.52080435,2.965384896,32.13456469
Entebbe,AM,M,Hour 1,Month 2,79.35043423,3.043494292,73.28359137
Entebbe,AM,M,Hour 1,Month 3,77.64587117,3.776988785,0.83539619
Entebbe,AM,M,Hour 2,Month 2,99.18761645,0.450814919,0.368811985
Entebbe,AM,M,Hour 1,Month 1,75.72972542,3.025478196,47.50507543
Entebbe,AM,M,Hour 2,Month 3,65.6922585,5.294285515,50.26077761
Entebbe,AM,M,Hour 1,Month 3,69.69458701,4.982183631,29.23456518
Entebbe,AM,M,Hour 3,Month 2,73.19973923,2.859052685,25.55893977
Entebbe,AM,M,Hour 2,Month 2,67.99654962,5.372408466,49.78608232
Entebbe,AM,M,Hour 3,Month 1,92.64261427,2.387932157,34.94579253
Entebbe,AM,M,Hour 1,Month 2,82.8959469,3.304341341,37.84371537
Entebbe,AM,M,Hour 3,Month 2,67.06099117,5.161729191,46.78897946
Entebbe,AM,M,Hour 1,Month 3,78.74466139,3.912225845,71.0533815
Entebbe,AM,M,Hour 1,Month 1,85.45699245,2.255228712,8.33279827
Entebbe,AM,M,Hour 2,Month 1,85.8712726,2.798297136,45.27111297
Entebbe,AM,M,Hour 2,Month 2,87.68315085,1.928767661,24.81767386
Entebbe,AM,M,Hour 1,Month 1,90.37686775,2.543768486,25.75855876
Entebbe,AM,M,Hour 1,Month 2,64.11067448,4.09879853,13.83595178
Entebbe,AM,M,Hour 1,Month 3,79.0701917,2.732838573,56.33510617
Entebbe,AM,M,Hour 3,Month 2,64.51310138,3.189035578,43.75787587
Entebbe,AM,M,Hour 1,Month 2,55.05469943,5.866467519,5.618849806
